prey,Base_diUb,Vec_diUb,diUb1,Enr_diUb,sEnr_diUb,p_Bind_diUb
Lsm14a,136.8,261.1,0.1,-11.35,-6.88,0.007
Sf3b1,456.9,11,0,-7.79,-6.81,0.007
Tmem252,31.3,60,0,-10.23,-7.04,0.007
Adam1b,45.7,2.8,0,-5.81,-6.62,0.007
Clvs1,57.7,6.5,0,-7.03,-6.83,0.007
Ing1,66.9,135.3,0,-11.4,-7.19,0.007
Slc16a2,117.1,7.5,0,-7.25,-6.77,0.007
Tmem106c,5.5,1.7,0,-5.14,-6.49,0.007
Ptgfrn,102.2,8.3,0.1,-6.38,-5.79,0.007
Stk31,98.8,16.9,0,-8.41,-6.89,0.007
Zfp874b,9.8,21.7,0,-8.77,-6.89,0.007
Ptpn9,67.3,4.2,0.1,-5.41,-5.63,0.007
Uxt,6.2,7.4,0,-7.21,-6.7,0.007
Sfswap,5.3,3.3,0,-6.09,-6.61,0.007
Ankrd7,959.5,11.4,0.3,-5.25,-5.29,0.007
Acbd5,238.6,2.1,0,-5.4,-6.57,0.007
Fam208a,50.6,33.5,0,-9.39,-7.03,0.007
Epyc,79.8,5.5,0,-6.8,-6.78,0.007
Sptlc1,63.8,6.1,0,-6.94,-6.64,0.007
Rdh12,11.7,9.3,0,-7.54,-6.83,0.007
Esco1,109.4,21.2,0,-8.73,-6.92,0.007
Grk4,64.1,103.4,0,-11.02,-7.17,0.007
Kcnj16,156.9,483,0.1,-12.24,-7,0.007
Ptpn22,55.6,29.1,0,-9.19,-6.97,0.007
Bzw1,414.2,322.3,0.1,-11.65,-7.02,0.007
1600014C10Rik,23.1,9.4,0.1,-6.56,-5.88,0.007
Slc2a13,90.7,3.8,0,-6.26,-6.74,0.007
Ndrg2,27.4,13.7,0,-8.1,-6.85,0.007
Rif1,126.9,2.7,0,-5.79,-6.56,0.007
Atf7ip2,39.6,2.8,0,-5.83,-6.49,0.007
Crot,284.8,22.6,0,-8.82,-6.99,0.007
Rnf144b,50.4,18.8,0,-8.56,-7.06,0.007
Zc3hc1,16.6,62.9,0,-10.3,-6.99,0.007
Mfhas1,71.1,7.9,0,-7.32,-6.87,0.007
Psg19,23.6,76.3,0,-10.58,-7.06,0.007
Spred1,170.2,3.8,0,-6.28,-6.58,0.007
Ccdc125,11.4,16.2,0,-8.34,-6.91,0.007
Dnajc18,324.5,726.3,0.1,-12.82,-7.13,0.007
Gm7694,28.4,5.6,0,-6.83,-6.66,0.007
Pcna,129.1,368.6,0.1,-11.85,-6.98,0.007
Metap1,162.5,46.8,0,-9.87,-7.05,0.007
Pik3c3,80.7,5.9,0.1,-5.89,-5.71,0.007
Arrdc3,161.9,53.2,0,-10.06,-7.09,0.007
Tm2d1,21.1,1.3,0,-4.71,-6.51,0.007
Slc12a2,334.9,6.9,0,-7.12,-6.81,0.007
Zfp850,30,22.7,0,-8.83,-7,0.007
Slco3a1,91.4,9.2,0,-7.54,-6.89,0.007
Pappa,17.5,35.7,0,-9.48,-6.94,0.007
Phf12,7.9,121.5,0,-11.25,-7.12,0.007
Tshb,0.8,43.8,0,-9.78,-7.15,0.007
Rprd1a,67.7,7.9,0,-7.31,-6.8,0.007
Errfi1,281.5,8,0.1,-6.33,-5.96,0.007
Tjp2,22.6,3.5,0,-6.15,-6.57,0.007
Wdr3,91.4,68.4,0,-10.42,-7.07,0.007
Itih5,174.5,18.4,0,-8.53,-6.98,0.007
Gm17296,1.2,3.9,0,-6.3,-6.52,0.007
Sec16a,173.1,0.7,0,-3.85,-6.39,0.007
Large,81.2,21.4,0,-8.74,-6.92,0.007
Hyal2,5.9,22.4,0,-8.81,-7,0.007
Ppil3,14.8,2.3,0,-5.55,-6.46,0.007
Slain2,164.2,7.7,0.1,-6.28,-5.86,0.007
Zfp322a,67.9,2384.5,0.1,-14.54,-7.13,0.007
Smad5,315.9,69.9,0,-10.45,-7.13,0.007
Pla2r1,28.9,9.1,0,-7.52,-6.78,0.007
Ube2h,123.4,190.3,0,-11.89,-7.28,0.007
Surf6,17.3,30.2,0,-9.24,-6.95,0.007
Gimap8,44,22.1,0,-8.79,-6.85,0.007
Slk,204.7,4.4,0,-6.47,-6.66,0.007
Tbc1d4,103.3,16.6,0,-8.38,-6.93,0.007
Adamts5,64.4,37.6,0,-9.56,-7.04,0.007
Ptges3l,15,307.1,0,-12.58,-7.35,0.007
Tmpo,304.3,1361,0.2,-12.41,-6.92,0.007
Tmem67,51.1,8.7,0,-7.46,-6.75,0.007
Gmpr2,24.1,1.5,0,-4.93,-6.54,0.007
Asun,61.8,31.9,0,-9.32,-7.09,0.007
Selt,336.9,282,0.1,-11.46,-6.9,0.007
Rps6ka6,43.5,15.7,0,-8.3,-6.94,0.007
Ube2q2,89.5,59.2,0,-10.21,-7.12,0.007
Rbm4b,109.2,1.3,0,-4.77,-6.45,0.007
Zfp62,17.5,14.6,0,-8.2,-6.84,0.007
Cacnb4,149.2,2.1,0.1,-4.45,-5.42,0.007
2700062C07Rik,75.7,6.2,0,-6.97,-6.73,0.007
Inpp5f,214.9,12.4,0,-7.96,-6.83,0.007
Prpf31,33.9,1.6,0,-5.04,-6.4,0.007
Cobll1,84.1,7.9,0,-7.32,-6.82,0.007
Pten,195.3,558.7,0.1,-12.45,-7,0.007
Eaf1,118.4,2.2,0.1,-4.51,-5.47,0.007
Atp11c,82.4,5,0,-6.65,-6.64,0.007
Cbll1,60.3,6.1,0.1,-5.93,-5.86,0.007
Dgkb,49.5,7.2,0,-7.18,-6.75,0.007
Gde1,189.3,699.3,0,-13.77,-7.24,0.007
Fut9,217.5,7.2,0.1,-6.19,-5.95,0.007
Far1,316.7,4.2,0.1,-5.4,-5.69,0.007
Hykk,131.7,4.4,0,-6.48,-6.73,0.007
Dnajb14,96.5,45.1,0,-9.82,-7.14,0.007
Sepp1,376.1,10.5,0.1,-6.72,-6.06,0.007
Lims1,256.6,4.8,0.1,-5.02,-5.43,0.007
Pln,91.5,5,0,-6.65,-6.68,0.007
Fli1,11.6,2.3,0,-5.55,-6.51,0.007
Rasd2,32.9,260.5,0,-12.35,-7.3,0.007
Rbm25,236.9,659.4,0.1,-12.1,-6.93,0.007
Garnl3,3.6,29.6,0,-9.21,-6.95,0.007
1700011H14Rik,504.9,1.2,0,-4.6,-6.54,0.007
Hoxd8,90.4,13.3,0,-8.06,-6.81,0.007
Fstl1,96.1,34.3,0,-9.43,-7.04,0.007
S100a13,11.1,1.6,0,-5.07,-6.42,0.007
Csnk2a1,110.9,263.4,0.1,-11.36,-6.93,0.007
Tle1,52.9,16.2,0,-8.34,-6.92,0.007
Sel1l,197.1,5.7,0.2,-4.85,-5.18,0.007
Chdh,112.8,14.6,0,-8.19,-6.78,0.007
Tra2b,254.3,24.7,0.1,-7.95,-6.22,0.007
Kmt2c,96.3,20.8,0,-8.7,-6.89,0.007
Plaa,236.9,48.9,0,-9.93,-7.13,0.007
Lifr,171.6,956.4,0.1,-13.22,-7.05,0.007
Hspa8,46.5,12.9,0,-8.02,-6.88,0.007
Adamts1,150.3,63.4,0,-10.31,-7.04,0.007
Adam10,211.7,1.7,0.1,-4.15,-5.44,0.007
Adam5,288.1,10.3,0,-7.69,-6.86,0.007
Atg2b,59.8,14,0,-8.13,-6.86,0.007
Lyrm1,300.2,17.3,0.2,-6.11,-5.46,0.007
Pccb,53.8,126.2,0,-11.3,-7.18,0.007
Zfp930,36.1,48.7,0,-9.93,-7.06,0.007
Nkiras1,164.1,4.1,0.1,-5.36,-5.66,0.007
Det1,4.3,13.5,0,-8.09,-6.88,0.007
Loxl3,13.2,31.6,0,-9.31,-7.04,0.007
4833439L19Rik,300.2,14.7,0.2,-6.2,-5.61,0.007
Polr2b,129.6,1.3,0,-4.77,-6.57,0.007
Ttc5,23.5,9.8,0,-7.62,-6.83,0.007
Rbpms,191.7,3.5,0.1,-5.14,-5.59,0.007
Npr2,8.1,1.4,0,-4.84,-6.42,0.007
Usp38,82.7,5.8,0,-6.88,-6.79,0.007
Zc4h2,34.3,12.6,0,-7.99,-6.87,0.007
Ttpa,33.1,83,0,-10.7,-7.12,0.007
Dennd2d,58.2,3.6,0,-6.19,-6.66,0.007
Mpeg1,118.5,10,0,-7.64,-6.83,0.007
Atp2a2,411.9,136.6,0,-11.42,-7.27,0.007
Plk2,46,13.2,0,-8.04,-6.95,0.007
Secisbp2l,108,3.2,0,-6.02,-6.71,0.007
Satb1,144.3,45.3,0,-9.83,-6.94,0.007
Ros1,6.8,26.6,0,-9.06,-6.9,0.007
Fbxo30,249.2,0.8,0,-4.01,-6.45,0.007
Anp32e,192.5,51.6,0,-10.01,-7.04,0.007
Ints8,98.8,3.8,0,-6.28,-6.66,0.007
Larp4,54.7,86.9,0,-10.76,-7.25,0.007
Fkbp9,168.9,9.7,0,-7.61,-6.83,0.007
Zswim2,83.1,25.5,0.3,-6.18,-5.37,0.007
Xdh,46.5,586,0.1,-12.52,-7.11,0.007
Zfp472,39,176.6,0,-11.79,-7.2,0.007
Smg7,106.3,110.4,0,-11.11,-7.18,0.007
Adamts20,2.7,5.9,0.1,-5.9,-5.71,0.007
Lgals3bp,62.8,20.4,0,-8.68,-6.88,0.007
Kat2b,146.6,31.1,0,-9.28,-7.09,0.007
Trim12c,47,4.3,0,-6.46,-6.76,0.007
Fam217a,87.1,35.2,0,-9.46,-7.08,0.007
Bco2,10.1,57.9,0,-10.18,-7.12,0.007
Znhit6,48.8,255.1,0.1,-11.32,-6.96,0.007
Lpxn,19.5,8.6,0,-7.43,-6.79,0.007
Armcx3,198.6,73.3,0,-10.52,-7.11,0.007
Trim2,202.1,4.4,0.1,-5.46,-5.74,0.007
Znrd1,21.2,4.4,0,-6.49,-6.68,0.007
Plod2,48.7,56.4,0,-10.14,-7.11,0.007
Zbtb4,57.9,18.9,0,-8.56,-7.08,0.007
Egln1,39.6,5,0.1,-5.65,-5.67,0.007
Caprin1,704.1,9.8,0,-7.63,-6.93,0.007
Ppcs,20.4,22.1,0,-8.79,-6.84,0.007
Dnajc6,58,16.8,0.1,-6.81,-5.85,0.007
Glyr1,58.7,19.7,0,-8.63,-6.84,0.007
Rnf44,15.6,20.3,0,-8.67,-6.93,0.007
Zkscan8,42.5,2.8,0,-5.81,-6.47,0.007
Ccdc149,49.4,712.9,0.1,-12.21,-6.91,0.007
Thumpd3,172.6,651.9,0.1,-12.08,-6.92,0.007
Prss8,18.2,1.8,0,-5.24,-6.46,0.007
Tmem38b,95.6,4,0.1,-5.35,-5.62,0.007
Coq3,38.4,7.9,0,-7.31,-6.82,0.007
Diap2,82.9,50,0,-9.97,-7.16,0.007
Nasp,321.8,3.3,0.1,-5.07,-5.64,0.007
Them4,145,5,0.1,-5.07,-5.36,0.007
Plxna2,68.9,5.1,0,-6.68,-6.72,0.007
Kti12,3.8,11.9,0,-7.91,-6.79,0.007
Ccdc38,124.1,173.4,0.1,-10.76,-6.8,0.007
Gnaq,133.3,27.4,0,-9.1,-6.94,0.007
Nup153,316.1,16.1,0,-8.33,-6.84,0.007
Clcc1,18,5.9,0,-6.89,-6.76,0.007
Rbm26,158.3,11.6,0.1,-6.28,-5.59,0.007
Athl1,18.9,93.3,0,-10.87,-7.17,0.007
Picalm,254.1,55.6,1.1,-5.59,-5.11,0.007
Serpini1,91.5,4.3,0,-6.45,-6.68,0.007
Appl2,190.6,1346.7,0.1,-13.72,-7.15,0.007
Ybx3,42.4,10.3,0,-7.69,-6.89,0.007
Adnp,335.6,7.2,0,-7.19,-6.82,0.007
Kctd6,54.3,6.2,0,-6.97,-6.63,0.007
Dnajc5b,205.4,63.4,0.1,-9.31,-6.6,0.007
Olfm3,51.2,9.4,0,-7.56,-6.8,0.007
Cgnl1,169.9,15.4,0.3,-5.68,-5.27,0.007
Vopp1,139.7,42.8,0,-9.74,-7.09,0.007
Paip2,198,1327.8,0.1,-13.7,-7.12,0.007
Parvg,6.8,22.6,0,-8.82,-6.9,0.007
Nol7,91,4.9,0.1,-5.63,-5.71,0.007
Tox4,48.8,5,0,-6.67,-6.7,0.007
Cpsf3,133.1,83.1,0,-10.7,-7.12,0.007
Aifm1,136.3,133.3,0,-11.38,-7.22,0.007
Psma5,536.1,6.9,0.1,-5.53,-5.61,0.007
Mybph,2.1,32.9,0,-9.36,-6.96,0.007
Zfp830,28.1,7,0,-7.13,-6.66,0.007
Rilp,0.3,30.3,0,-9.24,-7.08,0.007
Phyhipl,101.5,385,0.1,-11.91,-7.01,0.007
Samd8,146.2,175,0.1,-10.77,-6.86,0.007
Xrn2,151.2,9,0.1,-5.91,-5.69,0.007
AV320801,97.5,8.1,0,-7.34,-6.72,0.007
Esyt2,197.4,60.3,0,-10.24,-7.18,0.007
Sfpq,221.6,217.3,0.1,-10.5,-6.72,0.007
Abca16,74,10.9,0,-7.77,-6.83,0.007
Slamf9,64.3,1.2,0,-4.66,-6.53,0.007
Tdrd9,4.2,17.8,0,-8.48,-6.97,0.007
Pax6,10.4,1.2,0,-4.64,-6.45,0.007
Lcp1,142,4.5,0.1,-5.49,-5.79,0.007
Dnajc7,113.5,2.8,0,-5.81,-6.65,0.007
Mrs2,58.4,8.1,0,-7.34,-6.76,0.007
Paics,524.4,1061.3,0.2,-12.37,-6.96,0.007
Miox,109.4,9.7,0,-7.61,-6.87,0.007
Bend6,67.9,5.9,0,-6.89,-6.82,0.007
Vprbp,25.9,9.7,0,-7.61,-6.76,0.007
Fam117b,150,5.9,0,-6.9,-6.75,0.007
Tom1,13.6,10.5,0,-7.72,-6.71,0.007
Sar1a,346.9,6.7,0,-7.07,-6.73,0.007
Ube4b,41.1,3.7,0.1,-5.21,-5.62,0.007
Btrc,54.5,2.1,0,-5.44,-6.55,0.007
Klhdc9,6.7,10.1,0,-7.66,-6.85,0.007
Slc2a3,395.3,13.2,0.2,-5.72,-5.41,0.007
Map3k12,163.7,9.9,0.2,-5.63,-5.34,0.007
Ppfibp2,32.7,1.9,0,-5.32,-6.56,0.007
Pspc1,55,5.2,0,-6.71,-6.68,0.007
Ly6e,94.4,1186.5,0.1,-13.53,-7.07,0.007
Fam96a,23.6,370.7,0.1,-11.27,-6.87,0.007
Mcoln3,0.6,11.7,0,-7.88,-6.94,0.007
Rab12,237.4,7.7,0.1,-5.68,-5.46,0.007
Lrrc63,52,5.2,0,-6.71,-6.65,0.007
Cryz,232.5,142.5,0.1,-10.48,-6.83,0.007
Epcam,73.6,74.9,0,-10.55,-7.09,0.007
Parp12,90.6,27.6,0,-9.11,-6.96,0.007
Rnaset2b,66.6,8.8,0,-7.47,-6.74,0.007
Dppa4,2.5,13.5,0,-8.08,-6.88,0.007
Twf1,148,0.9,0,-4.2,-6.36,0.007
Gnpnat1,151.4,5.7,0.1,-5.83,-5.72,0.007
Nbn,53.3,19.1,0,-8.58,-6.95,0.007
Fam19a1,22.2,17.1,0,-8.42,-6.85,0.007
Htatip2,49.3,23.3,0,-8.87,-7.07,0.007
Gm1045,1.4,142.9,0,-11.48,-7.24,0.007
Twsg1,272.5,183.2,0,-11.84,-7.26,0.007
Ccna2,74.5,5.7,0.1,-5.85,-5.7,0.007
Orc4,169.4,25.7,0,-9.01,-6.91,0.007
Morn5,106.6,10.2,0.1,-6.1,-5.63,0.007
Pom121,8.3,8.4,0,-7.4,-6.72,0.007
Ptrhd1,9.3,0.5,0,-3.34,-6.3,0.007
Rhot2,8.3,5,0,-6.67,-6.62,0.007
Cand1,245.5,0.8,0,-4.13,-6.41,0.007
Gpatch11,147.4,50,0,-9.97,-7.13,0.007
Mmab,13,6.3,0,-6.99,-6.61,0.007
Dact1,18.8,8.9,0,-7.49,-6.71,0.007
Rragc,145.2,3.5,0,-6.15,-6.6,0.007
Fam175a,23.8,3.1,0.1,-4.97,-5.52,0.007
Rfc5,27.8,11,0,-7.79,-6.84,0.007
Mier3,160.9,5.9,0,-6.9,-6.74,0.007
Pfkfb2,155,32.6,0,-9.35,-7.15,0.007
Ctsk,34.2,7.9,0,-7.31,-6.78,0.007
Jam2,164.5,3.6,0,-6.18,-6.65,0.007
Mettl8,53.8,1378.8,0.1,-13.16,-7.03,0.007
Aldh8a1,123.7,6.6,0.1,-6.06,-5.79,0.007
Dnaja1,393.1,2045.7,0.2,-13.32,-7.07,0.007
Prkd1,33.3,24.7,0,-8.95,-7.08,0.007
Ttc26,32.2,139.8,0,-11.45,-7.24,0.007
Tlr3,53,0.2,0,-2.48,-6.15,0.007
Cct6b,191.4,9.2,0.1,-6.53,-5.98,0.007
Topaz1,23.6,10.1,0,-7.67,-6.73,0.007
Wdr61,817.5,2313,0.2,-13.49,-7.1,0.007
Rfc3,64.7,5,0,-6.67,-6.73,0.007
Serinc3,242.1,3.5,0,-6.15,-6.65,0.007
Arid4b,119.9,182.5,0.1,-10.25,-6.57,0.007
Egflam,59.6,35.7,0,-9.48,-7.02,0.007
Serinc1,519.2,1616.8,0.3,-12.39,-6.93,0.007
Acbd3,193.7,5.1,0.1,-5.09,-5.43,0.007
Skp2,63.4,6.3,0,-7,-6.81,0.007
Def8,96,39.1,0,-9.61,-7.04,0.007
Tshz1,48,5.3,0,-6.75,-6.7,0.007
Vstm2a,38.9,13.2,0,-8.05,-6.85,0.007
Fbxo45,92.2,8.2,0,-7.36,-6.78,0.007
Gal3st4,6.4,4.7,0,-6.57,-6.7,0.007
Otud6b,157.5,21,0.1,-7.13,-5.89,0.007
Mesdc2,206.9,7,0.1,-6.15,-5.87,0.007
Ano9,18,21.8,0,-8.77,-6.92,0.007
Emg1,49,63.7,0,-10.32,-7.15,0.007
Hipk2,15.8,3170,55.2,-5.84,-5.12,0.007
Tshz2,42.1,37.4,0,-9.55,-6.92,0.007
Pkn2,142.8,203.3,0.2,-9.67,-6.45,0.007
Pkia,144.5,11.5,0,-7.85,-6.84,0.007
Fhl4,446.9,9.7,0.2,-5.6,-5.51,0.007
Slc7a13,251.6,9.3,0,-7.54,-6.81,0.007
Sycp3,125.9,2.5,0.1,-4.65,-5.46,0.007
Brcc3,151.6,27.7,0,-9.12,-6.97,0.007
Atp10d,67.4,26.4,0,-9.05,-6.97,0.007
Gnb4,56.3,27.6,0,-9.11,-7,0.007
Dhcr24,103,12.6,0,-7.98,-6.87,0.007
Patl1,56.9,10.2,0.1,-6.68,-5.85,0.007
B4galt1,53.6,110.4,0,-11.11,-7.18,0.007
Cdo1,136.9,2.8,0,-5.82,-6.61,0.007
Zyg11b,104.5,28.9,0,-9.18,-6.93,0.007
Hnrnpm,61,11.9,0,-7.9,-6.86,0.007
Lap3,258.6,3.3,0.1,-5.08,-5.66,0.007
Pi4k2b,105.3,13.5,0,-8.08,-6.88,0.007
Arpp21,72.8,226.8,0,-12.15,-7.25,0.007
Gnl2,50.4,18.6,0.1,-7.54,-6.21,0.007
Ndufa4,85.9,33.3,0,-9.38,-7.01,0.007
Clmn,110,6.8,0.1,-6.1,-5.81,0.007
Umod,198.6,547.6,0.1,-12.42,-7.07,0.007
Pmch,51.8,3.5,0.1,-5.14,-5.46,0.007
Trp53inp1,133.9,10.8,0.1,-6.76,-6.02,0.007
Slu7,185.6,2,0.1,-4.37,-5.45,0.007
Galntl5,488.7,308,0.1,-11.59,-7,0.007
Ccrn4l,92.4,5.6,0.1,-5.82,-5.73,0.007
Zfand1,182.9,1.6,0,-5,-6.51,0.007
Pde6d,26.7,596.5,4.6,-7.02,-5.54,0.007
Zfp91,94.4,35.9,0,-9.49,-7.11,0.007
Smc5,159.8,102.9,0,-11.01,-7.13,0.007
Gm12942,68.9,43.1,0,-9.75,-7.06,0.007
Ace2,65.7,7.2,0,-7.18,-6.79,0.007
Stoml2,3.4,5.2,0,-6.72,-6.69,0.007
Ssty1,178.8,1.1,0,-4.54,-6.42,0.007
Cdc20b,14.8,48.8,0,-9.93,-7.02,0.007
Plscr2,397.7,3.6,0.1,-4.59,-5.27,0.007
Ywhab,206.8,25.8,0,-9.01,-7.06,0.007
Phtf2,55.8,217.1,0,-12.08,-7.33,0.007
Kng1,34.5,5.4,0.1,-5.76,-5.73,0.007
1810043G02Rik,7.1,4.4,0,-6.47,-6.71,0.007
Shfm1,13,4.6,0,-6.55,-6.57,0.007
Slc25a25,18.3,13.5,0,-8.08,-6.9,0.007
Syncrip,168,8.6,0.1,-5.85,-5.51,0.007
Glipr1l1,157.2,0.7,0,-3.99,-6.38,0.007
Dcn,444.7,9.9,0.1,-6.05,-5.64,0.007
Ift74,211.9,2.1,0,-5.45,-6.58,0.007
Cpe,315.7,257.4,1.4,-7.47,-5.75,0.007
H2-Ea-ps,308.8,4.5,0,-6.49,-6.72,0.007
Serpina3a,90.3,36,0,-9.49,-7.11,0.007
Ttc14,329.2,29.3,0.3,-6.39,-5.43,0.007
P2ry1,3,4.6,0,-6.53,-6.57,0.007
Fam168a,128.2,2.6,0.1,-4.74,-5.37,0.007
Cplx1,127.6,10.8,0.1,-6.76,-6.03,0.007
Rnf170,91.2,101.9,0.1,-9.99,-6.76,0.007
Thoc1,270.4,81.1,0,-10.67,-7.15,0.007
Btbd6,16.2,20.2,0,-8.66,-7.03,0.007
Zfp148,231.6,9.8,0.1,-6.03,-5.55,0.007
Tpd52l2,108.6,2.8,0.1,-4.81,-5.51,0.007
2610301B20Rik,157.2,12.1,0.2,-5.92,-5.5,0.007
Nek7,38.2,7.9,0,-7.3,-6.79,0.007
Oxr1,392.4,292.2,0.1,-11.51,-6.86,0.007
Esrrb,10.2,11.4,0,-7.84,-6.82,0.007
Zfp503,13.3,18.2,0,-8.51,-6.92,0.007
Wdr26,255.8,257,0.2,-10.33,-6.59,0.007
Prorsd1,9.6,129.9,0,-11.34,-7.25,0.007
Negr1,124.4,10.3,0.1,-6.11,-5.65,0.007
Cadps,170.6,4.9,0.1,-5.62,-5.69,0.007
Pcnp,318.8,459.8,0.1,-11.58,-6.82,0.007
Cenpc1,27.2,2.7,0,-5.78,-6.68,0.006
Rsf1,72,1.8,0,-5.24,-6.48,0.006
Heatr6,10,25.8,0,-9.01,-7.03,0.006
Phex,4.9,8.2,0,-7.37,-6.77,0.006
Leprotl1,108.7,39.4,0,-9.62,-7.04,0.006
Tomm20l,4.8,5.7,0,-6.85,-6.72,0.006
Aasdhppt,101.3,1.3,0,-4.71,-6.42,0.006
Echs1,111.9,63.9,0,-10.32,-7.11,0.006
Sall2,73.3,1.9,0,-5.32,-6.53,0.006
Actr2,188.5,154.1,0,-11.59,-7.31,0.006
Birc6,20.5,23,0,-8.85,-6.84,0.006
Tfpi,137.2,6.1,0,-6.95,-6.72,0.006
Pik3r1,55,11,0,-7.79,-6.81,0.006
Pnliprp1,68.8,59.5,0,-10.22,-6.99,0.006
Slc22a28,146.7,25.3,0.2,-6.98,-5.75,0.006
Arhgap42,65,9.4,0.1,-6.56,-5.94,0.006
Ednrb,66,269.8,0.1,-11.4,-6.86,0.006
Scpep1,76.7,149.7,0.1,-10.55,-6.75,0.006
Rapgef2,68.5,3.5,0,-6.13,-6.66,0.006
Ccnt2,27.9,38.5,0,-9.59,-7,0.006
Seh1l,243.1,6.4,0,-7.01,-6.63,0.006
Ap2b1,187,4.5,0.1,-4.92,-5.32,0.006
Opa1,211.1,22.3,0,-8.8,-6.91,0.006
Elavl2,38.6,8.1,0,-7.34,-6.85,0.006
Lypla1,70.9,289,0.1,-11.5,-6.86,0.006
Mterf4,126.1,36,0.1,-7.91,-6.17,0.006
Glt8d1,207.6,9.3,0.2,-5.54,-5.45,0.006
Pafah1b1,539.7,1378.8,0.5,-11.43,-6.72,0.006
Ppip5k2,79,4.2,0,-6.39,-6.61,0.006
Srpk2,294.8,623.1,0.1,-12.02,-6.82,0.006
Traf3ip1,26.5,2.1,0,-5.42,-6.54,0.006
Prpf39,149.5,227.2,0.1,-11.15,-6.84,0.006
Amn1,441.7,4,0.1,-5.33,-5.74,0.006
Ptpn13,18.7,7.9,0,-7.31,-6.88,0.006
Ubl3,61,59.1,0,-10.21,-7.09,0.006
Trpm7,96.1,4.9,0,-6.62,-6.73,0.006
Gphn,99.4,21.1,0.1,-7.72,-6.19,0.006
Sgpp1,181.4,88.3,0.1,-9.79,-6.66,0.006
Ssr4,36.4,12.1,0,-7.92,-6.82,0.006
Parva,424.7,316.2,0.2,-10.62,-6.64,0.006
Myo5c,29.4,13.8,0,-8.12,-6.83,0.006
Pcyt1a,192.2,5.8,0,-6.88,-6.79,0.006
Akr1b3,171.4,795.9,0.2,-11.63,-6.82,0.006
Ets2,172.8,6.9,0.1,-6.11,-5.8,0.006
Baiap2l1,40.4,14.3,0,-8.17,-6.9,0.006
Gid8,130.5,434.1,0.1,-12.08,-6.92,0.006
Syndig1,20.9,7.2,0,-7.18,-6.66,0.006
Snrnp27,9.8,3.5,0,-6.14,-6.56,0.006
Cdc37l1,219.5,11.5,0.1,-6.85,-5.99,0.006
Stk16,83.9,4.7,0,-6.57,-6.66,0.006
Gmcl1l,180.8,3.6,0.1,-5.2,-5.61,0.006
Wdr5,50.8,7.9,0,-7.31,-6.76,0.006
Etfa,193.2,484.8,0.1,-11.66,-6.89,0.006
Qars,138,612.9,0.1,-11.99,-6.95,0.006
Nudt19,177.6,430.5,0.1,-12.07,-7.05,0.006
Vps37a,123.1,20.1,0,-8.66,-6.99,0.006
Cmbl,421.8,4,0,-6.32,-6.71,0.006
Frs2,43.4,76,0,-10.57,-7.1,0.006
Zfp597,133.2,25.4,0,-8.99,-7.03,0.006
Ube2j1,36.7,29.2,0,-9.19,-7.04,0.006
Ttc39b,80.3,37.3,0,-9.55,-6.93,0.006
Ppp3r1,419,4.4,0.1,-5.48,-5.81,0.006
Rnf130,197.4,25.9,0,-9.02,-7.02,0.006
Pgk2,410.3,9,0.2,-5.5,-5.35,0.006
Stam2,93.6,69.6,0.1,-9.44,-6.52,0.006
Smim13,285.2,8.1,0,-7.35,-6.78,0.006
Actl7a,129.6,50.7,0.2,-7.66,-5.91,0.006
Nckap1l,79.9,10.3,0,-7.7,-6.85,0.006
Daam1,133.9,4677.1,0.2,-14.51,-7.17,0.006
Med13,183.6,62,0,-10.28,-7.11,0.006
Prrg1,20.8,4.3,0,-6.43,-6.58,0.006
Slc4a4,395.2,10.2,0,-7.68,-6.87,0.006
Pipox,148.5,4.8,0,-6.61,-6.74,0.006
Capns1,57.4,18.6,0.1,-6.96,-5.82,0.006
Pkp2,56.4,63.5,0,-10.31,-7.14,0.006
Capn7,176.9,665.5,0.1,-12.7,-7.11,0.006
Rit2,65.7,58.8,0.1,-9.2,-6.57,0.006
Yme1l1,204.2,11.5,0,-7.85,-6.86,0.006
Ifit2,57.3,387.2,2,-7.56,-5.76,0.006
Jrkl,29.9,12.7,0,-8,-6.83,0.006
Amz2,382.4,13,0.2,-6.02,-5.59,0.006
Gabra1,106.3,67,0.1,-9.39,-6.58,0.006
Mrpl24,274,11.4,0.1,-6.84,-6.07,0.006
C330027C09Rik,61.1,8.2,0.1,-6.36,-5.91,0.006
Bub1,145.2,2.8,0,-5.84,-6.58,0.006
Tor3a,91.5,5.7,0.1,-5.85,-5.64,0.006
Met,156.8,10.9,0,-7.77,-6.82,0.006
Slc25a20,12.3,31.6,0,-9.3,-7.03,0.006
Tnip3,25.4,8.9,0,-7.48,-6.73,0.006
Tcf4,89.5,5.7,0.1,-5.83,-5.67,0.006
Arhgap31,182.7,155.8,0.1,-10.6,-6.76,0.006
Cep44,14,9.6,0,-7.59,-6.82,0.006
Sppl3,11.3,3.4,0,-6.12,-6.58,0.006
Snap47,52.8,117.5,0,-11.2,-7.17,0.006
Ppic,79.8,4,0,-6.35,-6.67,0.006
Fam213a,219.6,2.5,0,-5.65,-6.58,0.006
Mier1,188.1,9.9,0,-7.64,-6.83,0.006
Tmem230,196.5,82.9,0.3,-8.11,-6.11,0.006
Lamp3,104.7,41.6,0,-9.7,-7,0.006
