prey,Base,Vec,Rab5GDP,Rab5GTP,Enr_GDP,Enr_GTP,sEnr_GDP,sEnr_GTP,p_GDP_Vec,p_GTP_Vec,p_GTP_GDP,p_GDP_GTP,p_GDP,p_GTP
Bmp3,2.1,1.1,0,0,-4.56,-4.56,-2.19,-3.82,0.019,0,0.157,0.843,0.016,0
Zfp260,120.1,0.9,0,0,-4.28,-4.28,-2.19,-3.79,0.02,0,0.154,0.846,0.017,0
Snd1,4.5,0,0.1,0,1.26,0,-1.61,-3.72,0.061,0,0.087,0.913,0.056,0
Spast,201.9,0.4,0.6,0.2,0.53,-1.08,-1.81,-3.54,0.03,0,0.107,0.893,0.027,0
Chordc1,170.2,83.2,0.3,0.5,-7.98,-7.38,-2.2,-3.8,0.02,0,0.158,0.842,0.017,0
Tia1,168.5,1,0.2,0,-2.07,-4.44,-1.97,-3.84,0.024,0,0.121,0.879,0.021,0
Lama3,88.5,220,0.2,0,-9.73,-12.1,-2.2,-3.9,0.02,0,0.144,0.856,0.017,0
Gata6,48,0.6,0.1,0,-2.5,-3.76,-2.02,-3.78,0.025,0,0.115,0.885,0.022,0
Rnf152,92.1,4.8,0.1,0.2,-4.68,-4.6,-2.18,-3.68,0.018,0,0.165,0.835,0.015,0
Fuca2,340.9,68.6,1.2,0.2,-5.79,-8.42,-2.15,-3.83,0.018,0,0.134,0.866,0.015,0
R3hdm1,167.9,19,0.1,0.2,-6.65,-6.11,-2.19,-3.79,0.021,0,0.154,0.846,0.018,0
Cyp2j9,29.2,0.1,0,0,-1.23,-1.23,-2.11,-3.72,0.02,0,0.156,0.844,0.017,0
Mpp1,167.8,0.1,0.1,0,-0.62,-1.88,-1.91,-3.76,0.032,0,0.115,0.885,0.028,0
Arf6,135,4305.6,0.3,0.8,-13.67,-12.26,-2.25,-3.88,0.019,0,0.162,0.838,0.016,0
Calb1,315.1,20.3,0.5,0.2,-5.24,-6.21,-2.14,-3.74,0.019,0,0.137,0.863,0.016,0
Cd320,36.5,0.1,0,0,-1.8,-1.8,-2.09,-3.71,0.022,0,0.147,0.853,0.019,0
Spata31d1b,6.9,0,0.1,0,1.26,0,-1.69,-3.71,0.056,0,0.1,0.9,0.05,0
Slc31a1,307.4,6.9,0.5,0.1,-3.7,-5.8,-2.07,-3.83,0.022,0,0.125,0.875,0.019,0
Slc1a2,394.6,106,20.9,0.6,-2.34,-7.35,-1.83,-3.82,0.034,0,0.089,0.911,0.031,0
Sumo3,155.8,2.9,0.2,0.2,-3.51,-3.89,-2.05,-3.64,0.02,0,0.14,0.86,0.017,0
Phf8,76.5,0,0.1,0,1.92,0,-1.68,-3.74,0.055,0,0.086,0.914,0.05,0
Hnrnph3,88.1,33.1,0.2,0.3,-7,-6.56,-2.2,-3.73,0.021,0,0.157,0.843,0.017,0
Gstz1,214.6,4.1,0.3,0.3,-3.37,-3.56,-2.09,-3.58,0.019,0,0.154,0.846,0.016,0
Nrp,27.9,0,0.1,0,1.26,0,-1.72,-3.74,0.057,0,0.1,0.9,0.052,0
Gm3558,24,0.1,0,0,-1.1,-1.1,-2.07,-3.74,0.023,0,0.137,0.863,0.02,0
Ofd1,36.7,0,0.1,0,1.26,0,-1.76,-3.77,0.045,0,0.09,0.91,0.041,0
Emr1,48.6,0.1,0.1,0,0.03,-1.23,-1.83,-3.74,0.036,0,0.115,0.885,0.032,0
Apmap,170.8,378.1,0.6,0.2,-9.28,-10.42,-2.24,-3.88,0.015,0,0.15,0.85,0.012,0
Slc22a3,27.1,0.1,0,0,-1.23,-1.23,-2.07,-3.71,0.027,0,0.144,0.856,0.023,0
Nanos1,17.5,0,0.1,0,1.92,0,-1.59,-3.72,0.076,0,0.088,0.912,0.069,0
D3Ertd751e,48.8,7.2,0.2,0.2,-4.8,-5.18,-2.12,-3.71,0.019,0,0.145,0.855,0.017,0
Cat,123.3,11.5,0.1,0.1,-6.59,-6.52,-2.18,-3.78,0.025,0,0.154,0.846,0.021,0
Arid1b,38.2,0.1,0.1,0,0.03,-1.23,-1.84,-3.72,0.036,0,0.114,0.886,0.032,0
Ikbkb,75.7,0.9,0.2,0,-1.9,-4.28,-1.92,-3.81,0.027,0,0.105,0.895,0.024,0
Rapgef6,130.3,28.8,0.3,0.1,-6.18,-7.85,-2.16,-3.86,0.02,0,0.139,0.861,0.018,0
Tmem50b,89.5,0.1,0.1,0,-0.45,-1.72,-1.9,-3.74,0.031,0,0.109,0.891,0.028,0
Trmt112,14.6,0.1,0.1,0,0.03,-1.23,-1.85,-3.74,0.034,0,0.105,0.895,0.031,0
Aplf,22.7,1.2,0,0,-4.66,-4.66,-2.23,-3.83,0.019,0,0.156,0.844,0.016,0
Med6,127.1,4.5,0.1,0,-4.57,-6.5,-2.1,-3.81,0.02,0,0.131,0.869,0.017,0
Taf5,43.4,20.9,0.1,0,-6.79,-8.71,-2.16,-3.86,0.017,0,0.144,0.856,0.015,0
Gcnt3,46.7,0.1,0.1,0,0.16,-1.1,-1.84,-3.75,0.029,0,0.099,0.901,0.026,0
H2-Ob,39.4,0.1,0,0,-1.23,-1.23,-2.09,-3.73,0.024,0,0.152,0.848,0.021,0
Fap,11.5,0.1,0.1,0,0.69,-1.23,-1.62,-3.71,0.052,0,0.086,0.914,0.047,0
Cpsf6,202.6,86.7,0.2,1.5,-8.38,-5.8,-2.2,-3.72,0.019,0,0.169,0.831,0.016,0
Rsbn1,122.6,0.1,0.2,0.1,0.66,-0.39,-1.81,-3.55,0.037,0,0.117,0.883,0.032,0
Catsperg2,113.8,0.2,0.1,0,-0.29,-2.21,-1.82,-3.8,0.039,0,0.092,0.908,0.035,0
Atp6ap2,324.8,2.3,0.6,0.2,-1.95,-3.55,-1.98,-3.69,0.022,0,0.126,0.874,0.019,0
Ndufb10,24.2,3.7,0,0,-6.21,-6.21,-2.2,-3.84,0.019,0,0.153,0.847,0.016,0
Actr2,203.3,154.1,0,1,-11.59,-7.23,-2.23,-3.8,0.026,0,0.172,0.828,0.021,0
Agmo,57.1,5,0.1,0,-5.4,-6.66,-2.17,-3.85,0.02,0,0.148,0.852,0.017,0
Hdac2,171.1,1012.7,12.1,16.1,-6.38,-5.97,-2.18,-3.72,0.016,0,0.151,0.849,0.013,0
Mterf3,69.8,0.2,0.1,0,-1.22,-2.48,-1.95,-3.77,0.028,0,0.113,0.887,0.025,0
Oxct2a,3.4,1,0,0,-4.43,-4.43,-2.2,-3.77,0.021,0,0.155,0.845,0.018,0
Myo5c,30.1,13.8,0,0,-8.12,-8.12,-2.23,-3.85,0.017,0,0.153,0.847,0.015,0
Sos2,44.9,0.1,0,0,-1.23,-1.23,-2.1,-3.73,0.024,0,0.15,0.85,0.02,0
Senp7,60.3,96,0.3,0,-7.91,-10.91,-2.23,-3.88,0.018,0,0.141,0.859,0.015,0
1700024P04Rik,14,0,0.1,0,1.26,0,-1.73,-3.72,0.053,0,0.1,0.9,0.048,0
Serping1,151.1,0.2,0.2,0,-0.15,-2.53,-1.79,-3.8,0.041,0,0.096,0.904,0.037,0
Cspg5,13.5,0,0.1,0,1.26,0,-1.7,-3.73,0.048,0,0.097,0.903,0.044,0
Fndc3b,215.8,59,0.6,0.2,-6.44,-8.2,-2.21,-3.84,0.017,0,0.147,0.853,0.014,0
Jam2,174.3,3.6,0.3,0.2,-3.45,-3.71,-2.04,-3.62,0.03,0,0.148,0.852,0.026,0
Tmod2,135.5,12.7,0.2,0.2,-5.62,-5.99,-2.16,-3.75,0.021,0,0.153,0.847,0.018,0
Wasl,428.1,188.8,0.7,0.5,-7.98,-8.36,-2.19,-3.85,0.021,0,0.155,0.845,0.017,0
Mrpl50,231.9,27.4,0.3,0.2,-6.38,-6.64,-2.16,-3.78,0.023,0,0.149,0.851,0.019,0
Nr2c2,208.5,146.1,0.2,0.3,-9.14,-8.7,-2.22,-3.84,0.02,0,0.153,0.847,0.017,0
Ccpg1,208,0.1,0.6,0.2,2.38,0.77,-1.7,-3.5,0.043,0,0.097,0.903,0.039,0
1700028K03Rik,32.8,1.6,0.1,0,-3.13,-5.05,-2.05,-3.83,0.025,0,0.126,0.874,0.022,0
Qser1,44.5,0,0.1,0,1.26,0,-1.75,-3.75,0.049,0,0.104,0.896,0.044,0
Parp9,107.2,0.1,0.2,0,1.15,-1.23,-1.65,-3.77,0.055,0,0.083,0.917,0.05,0
Tmed4,156.1,117.5,0.1,1.7,-9.94,-6.11,-2.23,-3.71,0.019,0,0.173,0.827,0.016,0
Rap2c,113.5,0.2,0.3,0,0.79,-2.21,-1.66,-3.79,0.048,0,0.081,0.919,0.044,0
Commd10,30.6,0.2,0.1,0,-0.22,-2.15,-1.78,-3.76,0.037,0,0.096,0.904,0.033,0
Fam217a,86.1,35.2,0.1,0.4,-7.54,-6.37,-2.22,-3.77,0.019,0,0.162,0.838,0.016,0
Rcbtb2,47.9,0.5,0.1,0,-2.26,-3.52,-2.01,-3.79,0.024,0,0.12,0.88,0.021,0
Clec14a,210.6,355.5,0.1,0.4,-10.87,-9.71,-2.22,-3.88,0.021,0,0.156,0.844,0.018,0
Ewsr1,18.7,0,0.1,0,1.26,0,-1.77,-3.71,0.051,0,0.103,0.897,0.046,0
Otud1,46.6,3.8,0.1,0,-4.35,-6.28,-2.05,-3.81,0.022,0,0.123,0.877,0.019,0
Serpinb6b,91.6,0,0.3,0,3,0,-1.53,-3.77,0.08,0,0.077,0.923,0.074,0
Prpsap2,47.7,0,0.2,0,2.38,0,-1.59,-3.78,0.058,0,0.079,0.921,0.053,0
Gfm1,85.1,4.9,0.1,0.1,-4.69,-5.29,-2.1,-3.74,0.021,0,0.148,0.852,0.018,0
Cald1,313,27.9,0.6,0.2,-5.36,-6.66,-2.14,-3.79,0.021,0,0.141,0.859,0.018,0
Cog3,85.7,0,0.1,0,1.26,0,-1.76,-3.72,0.041,0,0.099,0.901,0.037,0
Tial1,240,254.3,0.3,0.5,-9.59,-8.99,-2.2,-3.83,0.022,0,0.152,0.848,0.018,0
Cacna2d3,23.1,0.2,0,0,-2.53,-2.53,-2.15,-3.79,0.02,0,0.156,0.844,0.017,0
Il16,8.5,37.3,0,0,-9.55,-9.55,-2.2,-3.91,0.022,0,0.151,0.849,0.018,0
Tmem190,17.1,2.3,0,0,-5.52,-5.52,-2.2,-3.8,0.019,0,0.152,0.848,0.017,0
Rbl2,318.5,0.5,0.3,0.2,-0.65,-1.37,-1.95,-3.53,0.028,0,0.142,0.858,0.024,0
Cnr1,131.8,401.7,0.1,0,-11.71,-12.97,-2.21,-3.89,0.019,0,0.149,0.851,0.016,0
Enpp4,112.3,0,0.3,0,2.72,0,-1.55,-3.74,0.075,0,0.071,0.929,0.07,0
Csnka2ip,71.7,20.6,0,0,-8.69,-8.69,-2.19,-3.88,0.02,0,0.148,0.852,0.017,0
Pcdh9,88,10,0,0,-7.65,-7.65,-2.24,-3.85,0.019,0,0.168,0.832,0.016,0
Galntl5,488.2,308,0.1,0.6,-11.33,-8.89,-2.25,-3.87,0.02,0,0.165,0.835,0.016,0
Epn2,25.3,0.1,0.1,0,0.16,-1.1,-1.8,-3.76,0.037,0,0.101,0.899,0.033,0
Pip,2.5,0,0.1,0,1.26,0,-1.66,-3.74,0.056,0,0.095,0.905,0.051,0
Phf14,74.9,0.1,0.2,0,1.15,-1.23,-1.61,-3.74,0.059,0,0.076,0.924,0.055,0
Cmtm4,66.7,0,0.1,0,1.26,0,-1.77,-3.73,0.046,0,0.098,0.902,0.042,0
Rab3il1,22.5,15.1,0,0,-8.24,-8.24,-2.25,-3.86,0.018,0,0.159,0.841,0.015,0
Xpo1,249.4,0.1,0.2,0.1,1.15,0.09,-1.84,-3.54,0.028,0,0.11,0.89,0.025,0
Glrx,126.2,26,0.2,0.3,-6.65,-6.21,-2.19,-3.78,0.018,0,0.149,0.851,0.015,0
Clk4,292.7,68.8,0,0.6,-10.43,-6.72,-2.23,-3.75,0.023,0,0.177,0.823,0.019,0
Ttc33,193.2,37.6,0.2,0.3,-7.18,-6.75,-2.2,-3.75,0.018,0,0.164,0.836,0.015,0
Psmc3,26,0,0.1,0,1.26,0,-1.71,-3.72,0.051,0,0.093,0.907,0.046,0
Fibp,13.3,0,0.1,0,1.26,0,-1.74,-3.7,0.043,0,0.096,0.904,0.039,0
Dcaf6,110.8,0.3,0.1,0,-0.75,-2.67,-1.89,-3.73,0.028,0,0.1,0.9,0.026,0
Iars2,62.6,0.1,0,0,-1.8,-1.8,-2.14,-3.75,0.02,0,0.145,0.855,0.017,0
Srsf7,312.3,684.2,52,0.1,-3.72,-12.42,-2.02,-3.88,0.019,0,0.117,0.883,0.017,0
Gabrq,4.6,0,0.1,0,1.26,0,-1.68,-3.73,0.061,0,0.101,0.899,0.055,0
Zfp474,16.3,0,0.1,0,1.26,0,-1.69,-3.71,0.053,0,0.089,0.911,0.048,0
Mccc1,28.1,1.9,0.1,0,-4.06,-5.32,-2.1,-3.84,0.022,0,0.143,0.857,0.019,0
Chuk,130.4,0,0.1,0,1.92,0,-1.72,-3.76,0.048,0,0.093,0.907,0.044,0
Apoh,172.2,0.2,0.1,0,-0.29,-2.21,-1.88,-3.79,0.025,0,0.103,0.897,0.023,0
Parp8,40.4,1.5,0,0,-4.93,-4.93,-2.21,-3.78,0.017,0,0.164,0.836,0.014,0
Pnn,43.8,0,0.1,0,1.26,0,-1.74,-3.73,0.044,0,0.102,0.898,0.04,0
Prkaa2,111.1,0.1,0.3,0,1.9,-1.1,-1.59,-3.78,0.065,0,0.076,0.924,0.06,0
Akap9,111.1,1.6,0.2,0,-2.63,-5,-1.98,-3.8,0.027,0,0.122,0.878,0.023,0
Itga2b,0.7,0,0.1,0,1.26,0,-1.58,-3.69,0.074,0,0.09,0.91,0.067,0
Baat,3.2,0,0.1,0,1.26,0,-1.64,-3.71,0.065,0,0.09,0.91,0.059,0
Rprd2,62.6,1.1,0.2,0,-2.1,-4.48,-1.94,-3.84,0.028,0,0.114,0.886,0.025,0
Slc2a5,23.2,0.1,0.1,0,0.16,-1.1,-1.81,-3.75,0.036,0,0.097,0.903,0.033,0
Rps6ka1,7.1,0,0.1,0,1.26,0,-1.72,-3.74,0.052,0,0.096,0.904,0.047,0
Nup88,161.5,0.1,0.3,0.1,1.2,-0.48,-1.78,-3.56,0.032,0,0.103,0.897,0.029,0
Ttpal,71.5,0.1,0.1,0,0.16,-1.1,-1.85,-3.74,0.032,0,0.101,0.899,0.029,0
Polr3f,35.1,0.1,0.1,0,0.03,-1.23,-1.81,-3.75,0.038,0,0.098,0.902,0.034,0
Ptpn3,130.2,31,0.2,0,-6.9,-9.28,-2.19,-3.85,0.018,0,0.145,0.855,0.015,0
Impdh2,128.5,0.3,0.1,0,-1.37,-2.63,-1.95,-3.78,0.027,0,0.112,0.888,0.024,0
D15Ertd621e,248.7,7.8,0,0.1,-7.29,-5.97,-2.17,-3.76,0.02,0,0.158,0.842,0.016,0
Pus10,141.1,0.4,0.3,0.2,-0.18,-1.18,-1.89,-3.55,0.028,0,0.12,0.88,0.025,0
Stra13,20,0,0.1,0,1.26,0,-1.72,-3.72,0.05,0,0.095,0.905,0.046,0
Dmbt1,11.1,0.1,0.1,0,-0.45,-1.72,-1.84,-3.75,0.034,0,0.101,0.899,0.03,0
Lyzl1,84.2,0,0.1,0,1.26,0,-1.77,-3.74,0.043,0,0.102,0.898,0.039,0
Armc12,25.6,0,0.1,0,1.92,0,-1.58,-3.7,0.062,0,0.087,0.913,0.057,0
Gskip,98.8,0.1,0.2,0.1,1.15,0.09,-1.78,-3.5,0.031,0,0.109,0.891,0.028,0
Gpm6a,444.2,43.8,1.1,0.9,-5.23,-5.53,-2.15,-3.71,0.019,0,0.148,0.852,0.016,0
Mki67,105.6,0,0.2,0,2.38,0,-1.59,-3.76,0.065,0,0.078,0.922,0.06,0
Lpl,362.5,340.7,0.5,1.2,-9.3,-8.09,-2.22,-3.83,0.02,0,0.165,0.835,0.017,0
Pbk,222.5,0.1,0.8,0.2,2.8,0.77,-1.64,-3.54,0.053,0,0.093,0.907,0.048,0
Pgk1,223.1,0.1,0.6,0.1,2.53,0.09,-1.62,-3.64,0.055,0,0.083,0.917,0.05,0
Il33,59.4,20.6,0,0,-8.69,-8.69,-2.27,-3.85,0.018,0,0.155,0.845,0.016,0
Gstm5,69.4,0.1,0,0,-1.23,-1.23,-2.08,-3.75,0.024,0,0.145,0.855,0.021,0
Pfkfb3,72.2,0,0.1,0,1.26,0,-1.76,-3.76,0.044,0,0.097,0.903,0.04,0
Rpsa,61.6,5.1,0,0,-6.68,-6.68,-2.19,-3.86,0.02,0,0.152,0.848,0.017,0
Fzd6,58.4,29.2,0.2,0,-6.81,-9.19,-2.24,-3.9,0.016,0,0.149,0.851,0.013,0
Samd10,31.4,0.1,0,0,-1.23,-1.23,-2.07,-3.75,0.021,0,0.14,0.86,0.018,0
Wdr19,57.8,0.2,0.1,0,-1.01,-2.27,-1.94,-3.75,0.027,0,0.119,0.881,0.024,0
Rap1a,316,229.9,0.8,0.5,-8.13,-8.84,-2.19,-3.86,0.023,0,0.152,0.848,0.02,0
Slc35g1,68,0.1,0.1,0,0.69,-1.23,-1.76,-3.77,0.046,0,0.096,0.904,0.042,0
Cdc20b,16.2,48.8,0,0,-9.93,-9.93,-2.23,-3.87,0.019,0,0.158,0.842,0.016,0
Rpl27a,94.2,0,0.1,0,1.26,0,-1.76,-3.74,0.045,0,0.1,0.9,0.041,0
Chd9,67.5,7.3,0.2,0,-4.82,-7.2,-2.12,-3.84,0.022,0,0.129,0.871,0.019,0
Sirpb1b,5.8,2.5,0,0,-5.65,-5.65,-2.18,-3.77,0.023,0,0.162,0.838,0.019,0
Tex9,67.4,0.1,0.1,0,0.69,-1.23,-1.76,-3.75,0.042,0,0.093,0.907,0.038,0
Arf3,72.6,0.1,0,0,-1.72,-1.72,-2.14,-3.77,0.023,0,0.152,0.848,0.02,0
C330006A16Rik,147,4.7,0.2,0,-4.19,-6.56,-2.11,-3.87,0.021,0,0.133,0.867,0.018,0
Ints2,101.4,189,0.2,0,-9.51,-11.88,-2.16,-3.89,0.022,0,0.143,0.857,0.019,0
Cbln4,8,0.3,0,0,-2.67,-2.67,-2.13,-3.74,0.019,0,0.146,0.854,0.016,0
Pitrm1,71.5,20.8,0.1,0.1,-6.78,-7.38,-2.16,-3.81,0.018,0,0.144,0.856,0.016,0
Lphn3,9.4,56.5,0.1,0,-8.88,-10.14,-2.2,-3.87,0.019,0,0.153,0.847,0.016,0
Gid8,139.6,434.1,211.8,0,-1.03,-13.08,-1.75,-3.88,0.033,0,0.084,0.916,0.031,0
As3mt,206.1,344.7,0,0.2,-12.75,-10.75,-2.25,-3.85,0.018,0,0.157,0.843,0.015,0
Tnik,69.5,0.1,0.1,0,0.03,-1.23,-1.86,-3.76,0.033,0,0.097,0.903,0.03,0
Nudt10,12.4,202.4,0.1,0,-10.72,-11.98,-2.22,-3.88,0.02,0,0.154,0.846,0.017,0
Btbd9,68.7,0.2,0.1,0,-0.61,-2.53,-1.82,-3.76,0.031,0,0.098,0.902,0.028,0
Tead1,239.5,2,0.2,0.2,-2.99,-3.36,-2.09,-3.6,0.018,0,0.149,0.851,0.016,0
Tlk1,184.4,3.9,0.6,0.2,-2.69,-3.84,-2.01,-3.64,0.022,0,0.137,0.863,0.019,0
Pnliprp1,55.2,59.5,0,0,-10.22,-10.22,-2.23,-3.87,0.022,0,0.161,0.839,0.019,0
Atp8b1,72.2,0.1,0.2,0.1,1.15,0.09,-1.78,-3.53,0.038,0,0.113,0.887,0.034,0
Morn2,19.9,783.1,90.6,0,-3.11,-13.94,-1.97,-3.88,0.024,0,0.099,0.901,0.022,0
Icam2,9.3,0,0.1,0,1.26,0,-1.72,-3.73,0.052,0,0.098,0.902,0.047,0
Fbn1,83,2313.2,1.1,0.2,-10.95,-13.5,-2.24,-3.88,0.018,0,0.152,0.848,0.015,0
Commd6,128.9,11.7,0.1,0.1,-6.61,-6.55,-2.16,-3.76,0.019,0,0.155,0.845,0.016,0
Gpr155,46.1,68.9,0,0,-10.43,-10.43,-2.23,-3.86,0.021,0,0.156,0.844,0.017,0
Zfp458,12.2,0.1,0,0,-1.23,-1.23,-2.1,-3.76,0.025,0,0.144,0.856,0.021,0
Bcl2a1d,30.9,6.1,0,0,-6.93,-6.93,-2.22,-3.82,0.02,0,0.154,0.846,0.017,0
Hmgn3,63.7,211.7,0.1,0,-10.79,-12.05,-2.22,-3.85,0.02,0,0.151,0.849,0.017,0
Tspan3,263.9,12.6,0.1,0.2,-6.72,-5.98,-2.18,-3.75,0.017,0,0.158,0.842,0.015,0
Pdcd10,452.9,265.4,0.6,1.1,-8.77,-7.82,-2.24,-3.82,0.019,0,0.164,0.836,0.016,0
Cckbr,2.6,0,0.1,0,1.26,0,-1.69,-3.74,0.057,0,0.095,0.905,0.051,0
Catsperg1,96.9,0,0.1,0,1.26,0,-1.74,-3.73,0.048,0,0.097,0.903,0.043,0
Fam13b,51.5,0,0.1,0,1.92,0,-1.64,-3.75,0.056,0,0.081,0.919,0.051,0
Pah,384.9,42.2,0.7,0.3,-5.82,-6.91,-2.18,-3.81,0.021,0,0.146,0.854,0.018,0
Cyfip2,277.3,113.7,0.6,0.2,-7.39,-8.69,-2.17,-3.86,0.023,0,0.155,0.845,0.019,0
Ust,43.4,0,0.1,0,1.26,0,-1.73,-3.75,0.051,0,0.088,0.912,0.047,0
Dennd4c,130.9,7.6,0.2,0,-4.88,-7.26,-2.14,-3.85,0.02,0,0.141,0.859,0.018,0
Nipa1,13,0.2,0.1,0,-0.89,-2.15,-1.88,-3.71,0.034,0,0.118,0.882,0.03,0
Slc1a3,200.4,3.9,0,0,-6.3,-6.3,-2.24,-3.82,0.018,0,0.149,0.851,0.015,0
Hipk3,334.1,23.2,1,0.7,-4.5,-5,-2.16,-3.71,0.017,0,0.148,0.852,0.015,0
Cbwd1,120.8,4.5,0.1,0.2,-4.57,-4.49,-2.16,-3.71,0.018,0,0.152,0.848,0.015,0
Appl2,183.7,1346.7,0.1,0.2,-12.79,-12.26,-2.25,-3.87,0.018,0,0.156,0.844,0.015,0
Smim11,12.6,0.1,0,0,-1.23,-1.23,-2.1,-3.69,0.026,0,0.158,0.842,0.022,0
Akap4,89,0,0.1,0,1.92,0,-1.66,-3.77,0.065,0,0.089,0.911,0.059,0
Ppp2r3a,145.7,156.6,0.1,0,-9.69,-11.61,-2.18,-3.9,0.023,0,0.142,0.858,0.02,0
Baiap2l1,33,14.3,0,0,-8.17,-8.17,-2.2,-3.82,0.023,0,0.155,0.845,0.019,0
Clip3,51.6,0,0.1,0,1.26,0,-1.76,-3.72,0.037,0,0.099,0.901,0.034,0
Cd2ap,239.4,39.1,1,0.5,-5.25,-6.09,-2.09,-3.74,0.023,0,0.146,0.854,0.02,0
Rbm46,65.6,0,0.1,0,1.92,0,-1.62,-3.77,0.061,0,0.085,0.915,0.056,0
Creb3,108.8,0.1,0.1,0,0.69,-1.23,-1.72,-3.76,0.046,0,0.087,0.913,0.042,0
Dapl1,4.8,0.2,0.1,0,-1.07,-2.33,-1.89,-3.74,0.032,0,0.113,0.887,0.028,0
Ap1g1,292.2,133.5,0.7,0.7,-7.48,-7.52,-2.23,-3.84,0.015,0,0.151,0.849,0.013,0
Atp5b,150,0.1,0.2,0,1.15,-1.23,-1.71,-3.78,0.046,0,0.089,0.911,0.042,0
Efhc2,37.8,0,0.1,0,1.26,0,-1.7,-3.73,0.048,0,0.099,0.901,0.043,0
Rbbp4,59.5,3.2,0.3,0,-3.29,-6.01,-2.05,-3.83,0.019,0,0.123,0.877,0.017,0
Fbxo9,172.9,47.2,0.3,0,-7.16,-9.88,-2.23,-3.89,0.014,0,0.146,0.854,0.012,0
Vprbp,27.5,9.7,0,0,-7.61,-7.61,-2.22,-3.86,0.022,0,0.152,0.848,0.019,0
Setdb1,99.9,0.2,0.1,0,-0.89,-2.15,-1.92,-3.78,0.027,0,0.117,0.883,0.024,0
Cdk19,200.3,48.4,0.2,0.2,-7.54,-7.92,-2.17,-3.85,0.021,0,0.147,0.853,0.018,0
Slc41a1,82.9,0.2,0.1,0,-0.22,-2.15,-1.81,-3.78,0.036,0,0.099,0.901,0.032,0
Eny2,66.1,55.7,0,0,-10.12,-10.12,-2.22,-3.91,0.019,0,0.141,0.859,0.016,0
Irak1bp1,13.3,0.1,0,0,-1.1,-1.1,-2.09,-3.69,0.021,0,0.147,0.853,0.018,0
Snx6,114.7,10.5,0.2,0.2,-5.35,-5.27,-2.16,-3.7,0.017,0,0.164,0.836,0.014,0
6720489N17Rik,16.2,0,0.1,0,1.26,0,-1.7,-3.72,0.047,0,0.086,0.914,0.043,0
Fiz1,21.5,0,0.1,0,1.26,0,-1.7,-3.72,0.046,0,0.088,0.912,0.042,0
Fam134a,61.2,0.1,0.1,0,0.03,-1.23,-1.88,-3.78,0.033,0,0.107,0.893,0.029,0
Foxf1,27.5,31,0,0,-9.28,-9.28,-2.23,-3.89,0.023,0,0.152,0.848,0.02,0
Golgb1,21.1,0.8,0,0,-4.13,-4.13,-2.16,-3.79,0.018,0,0.149,0.851,0.015,0
Mettl16,42.1,1.1,0,0.1,-4.49,-3.17,-2.2,-3.62,0.017,0,0.168,0.832,0.014,0
Gpm6b,528.6,1695.3,0.8,0.9,-11.02,-10.8,-2.21,-3.87,0.019,0,0.151,0.849,0.016,0
Alms1,64.6,1.3,0,0,-4.71,-4.71,-2.18,-3.83,0.018,0,0.141,0.859,0.015,0
Fam171a1,28.4,1.1,0,0,-4.51,-4.51,-2.16,-3.8,0.016,0,0.154,0.846,0.013,0
Cct4,369.5,184.5,0.6,0.5,-8.24,-8.53,-2.22,-3.84,0.019,0,0.154,0.846,0.016,0
Sec1,3.5,0,0.2,0,2.38,0,-1.49,-3.79,0.086,0,0.074,0.926,0.079,0
Plxdc2,199.3,194.5,29.6,0.2,-2.71,-9.46,-1.91,-3.86,0.031,0,0.104,0.896,0.028,0
Abracl,50.4,1.3,0.1,0.1,-2.88,-3.48,-2.06,-3.63,0.021,0,0.135,0.865,0.018,0
Kif21a,117.8,0.5,0,0,-3.37,-3.37,-2.17,-3.73,0.021,0,0.155,0.845,0.018,0
Ttll7,237.1,7.9,0.7,0.2,-3.41,-4.85,-2.06,-3.69,0.017,0,0.135,0.865,0.015,0
Ildr2,131.6,0.2,0.1,0,-0.95,-2.21,-1.92,-3.75,0.031,0,0.12,0.88,0.027,0
Irak2,2.5,0,0.1,0,1.26,0,-1.66,-3.69,0.056,0,0.097,0.903,0.05,0
Abcg2,26.4,0.1,0,0,-1.1,-1.1,-2.1,-3.73,0.022,0,0.15,0.85,0.019,0
Arl6,219.9,8.5,0.1,0.2,-5.49,-5.41,-2.14,-3.73,0.017,0,0.151,0.849,0.014,0
Bdh2,494.9,303,0.8,0.3,-8.41,-9.76,-2.24,-3.88,0.022,0,0.159,0.841,0.018,0
Angpt2,41.2,0.7,0.2,0,-1.59,-3.96,-1.87,-3.83,0.03,0,0.101,0.899,0.027,0
Smc6,226.9,2.8,0.5,0.3,-2.38,-3,-2.04,-3.59,0.02,0,0.142,0.858,0.017,0
Zscan12,39.5,0,0.1,0,1.26,0,-1.72,-3.71,0.051,0,0.096,0.904,0.047,0
Zfp697,3.6,0.9,0,0,-4.27,-4.27,-2.18,-3.81,0.022,0,0.161,0.839,0.018,0
Tns1,40.7,23.6,0,0.2,-8.88,-6.88,-2.25,-3.76,0.023,0,0.167,0.833,0.019,0
Gpr146,23.8,39.8,0,0,-9.64,-9.64,-2.26,-3.86,0.025,0,0.166,0.834,0.021,0
Hivep2,62.2,0,0.1,0,1.92,0,-1.68,-3.76,0.057,0,0.09,0.91,0.052,0
