prey,Base_diUb4,Vec_diUb4,di4spUb,Enr_diUb4,sEnr_diUb4,p_Bind_diUb4
Tmed8,113.2,4.8,0,-6.59,-7.27,0.003
Hsp90b1,298.8,4.8,0,-6.6,-7.35,0.003
Tatdn1,58.3,30.7,0.1,-8.22,-6.75,0.003
Rdh10,154.6,40.6,0.1,-8.63,-6.92,0.003
Zbtb1,43.3,62.9,0,-10.3,-7.78,0.003
Lox,154.6,168.1,0.1,-10.68,-7.23,0.003
Rc3h1,125.9,19.1,0.1,-7.54,-6.64,0.003
Plod2,41.9,56.4,0.2,-8.08,-6.47,0.003
Slc22a8,51.5,67.1,0,-10.39,-7.67,0.003
Dhx36,168.7,15,0.1,-7.19,-6.53,0.003
Galk2,48.5,2.5,0,-5.69,-7.15,0.003
Ctsk,39.9,7.9,0.1,-6.27,-6.43,0.003
Sh3gl2,90.4,177.2,0.1,-10.75,-7.29,0.003
Emb,245.4,58.6,0,-10.19,-7.73,0.003
Dsc1,7.6,39.2,0,-9.62,-7.64,0.003
Rabif,81.8,8.4,0,-7.4,-7.35,0.003
Pcmtd1,330.7,21.4,0.1,-7.71,-6.76,0.003
Cubn,233.7,32,0,-9.32,-7.57,0.003
Atxn1,182.3,106.3,0.1,-10.01,-7.19,0.003
Rbms3,108.4,29.8,0.1,-8.18,-6.75,0.003
Sumf1,107.7,22.9,0,-8.84,-7.56,0.003
2700062C07Rik,74.4,6.2,0.1,-5.93,-6.15,0.003
Maged1,99.8,23.3,0.1,-7.82,-6.73,0.003
Slmo2,127.9,9.6,0.1,-6.55,-6.38,0.003
Ranbp9,393.9,24.8,0.1,-7.92,-6.8,0.003
Klf9,108,2.8,0,-5.82,-7.19,0.003
Fnbp1l,77.4,48.7,0.1,-8.89,-6.95,0.003
Pias1,53.9,23.2,0.1,-7.82,-6.62,0.003
Tmem106b,374.9,348.8,0.1,-11.73,-7.52,0.003
Bclaf1,252.6,50.5,0.1,-8.94,-6.96,0.003
Tmem217,51.9,4.7,0.1,-5.53,-6.14,0.003
Tusc2,58.9,97,0.1,-9.88,-7.26,0.003
Glyr1,47.9,19.7,0.1,-7.59,-6.62,0.003
Tmem55b,111.3,50.1,0,-9.97,-7.62,0.003
Cct4,400.8,184.5,0.1,-10.81,-7.33,0.003
Pdk1,54.4,222.4,0.1,-11.08,-7.51,0.003
42628,254.8,5.2,0,-6.71,-7.33,0.003
Cyfip2,231.9,113.7,0.1,-10.11,-7.26,0.003
Fmnl2,90.4,293.3,0.1,-11.48,-7.55,0.003
Ctnnd1,234.5,163.6,0.1,-10.64,-7.36,0.003
Slc16a2,121.5,7.5,0,-7.25,-7.4,0.003
Guf1,65.9,122.2,0.1,-10.22,-7.19,0.003
Amot,96.8,12.3,0.2,-5.89,-5.94,0.003
Ddx5,593,365.5,0.1,-11.8,-7.61,0.003
Ptprd,266,543.6,0.1,-12.37,-7.66,0.003
Il16,15.4,37.3,0.1,-8.51,-6.96,0.003
Tpp2,279.2,28.3,0.1,-8.11,-6.79,0.003
Pml,31.7,18.1,0.1,-7.46,-6.71,0.003
Fndc3a,142.6,205.8,0.1,-10.97,-7.51,0.003
Arhgap42,58.9,9.4,0.1,-6.52,-6.43,0.003
Gm2799,337.6,5.4,0.1,-5.74,-6.23,0.003
Daam1,126.2,4677.1,0.5,-12.98,-7.61,0.003
Arid4b,123.3,182.5,0.1,-10.79,-7.42,0.003
Nfat5,274.4,154.4,0.1,-10.55,-7.31,0.003
Vps39,38.6,4.7,0.1,-5.53,-6.16,0.003
Vwa5a,192.3,5.9,0,-6.9,-7.36,0.003
Kdm1b,265.4,37.1,0.2,-7.48,-6.31,0.003
Nfkb1,57.8,9.5,0.1,-6.53,-6.41,0.003
Clvs1,56.1,6.5,0.1,-5.99,-6.23,0.003
Agmo,60.8,5,0,-6.66,-7.3,0.003
Hsd17b11,24.4,134.7,0.1,-10.36,-7.24,0.003
Chordc1,166,83.2,0.1,-9.66,-7.16,0.003
Sgcb,118.6,24.5,0.1,-7.9,-6.63,0.003
Zfand5,633.6,10883.4,5.7,-10.9,-7.11,0.003
Olfm3,53.2,9.4,0.1,-6.52,-6.27,0.003
Napg,248.3,7.5,0.1,-6.2,-6.33,0.003
Ampd3,55.2,18.6,0,-8.55,-7.58,0.003
Ssr2,318.8,1851.5,0.2,-12.79,-7.56,0.003
Cds2,78.3,7.5,0,-7.24,-7.37,0.003
Zfr,164.8,91.7,1.1,-6.31,-5.81,0.003
Dach1,50.6,4.6,0,-6.55,-7.36,0.003
AW209491,134.2,4.3,0.1,-5.4,-6.06,0.003
Hnrnpdl,179.4,27.8,0.1,-8.08,-6.74,0.003
Pbxip1,108,12.7,0.1,-6.96,-6.53,0.003
Inpp4b,69.9,11.7,0.1,-6.83,-6.47,0.003
Prmt10,73,24.1,0.1,-7.87,-6.66,0.003
Hnf4g,4.6,5.4,0,-6.78,-7.41,0.003
Fam217a,77.9,35.2,0.1,-8.42,-6.9,0.003
1700008I05Rik,108.2,10.1,0.1,-6.63,-6.42,0.003
Gspt1,315,112.4,0.1,-10.1,-7.22,0.003
Cnbp,316,161.2,0.1,-10.61,-7.28,0.003
Fgfr1op2,227,241.2,0.2,-10.18,-7.08,0.003
Gid8,135.4,434.1,0.1,-12.04,-7.61,0.003
Scube2,42.1,32.8,0.2,-7.3,-6.41,0.003
Cabyr,172.2,97.9,0.1,-9.9,-7.14,0.003
Ghr,320,35.2,0.1,-8.42,-6.86,0.003
Metap1d,67.5,148.3,0.8,-7.46,-6.23,0.003
Esd,312.5,9,0.1,-6.46,-6.4,0.003
Nrep,211.2,10.6,0,-7.74,-7.51,0.003
Cflar,100.2,20.4,0,-8.67,-7.57,0.003
Rbm26,168.6,11.6,0.2,-5.81,-5.88,0.003
Deptor,121.6,1098,0.3,-11.55,-7.35,0.003
Ddx46,197.7,4.6,0.1,-5.49,-6.16,0.003
Slc7a1,82.3,17.8,0.1,-7.44,-6.61,0.003
Sec22a,266.2,181.8,0.1,-10.79,-7.41,0.003
Sbds,102.8,91.4,0.3,-8.18,-6.47,0.003
Supt16,106.4,397.5,0.1,-11.92,-7.6,0.003
Cped1,53.8,4.6,0.1,-5.49,-6.16,0.003
Ano3,52,16.2,0.1,-7.3,-6.55,0.003
Rab2a,360.9,728.9,0.2,-11.77,-7.42,0.003
Pkp4,171.3,200,0.1,-10.93,-7.47,0.003
Hiat1,244,78.1,0.1,-9.57,-7.13,0.003
Gpr82,2.5,5.2,0,-6.73,-7.24,0.003
Abi3bp,93.7,70,0.1,-9.41,-7.03,0.003
C1qtnf3,210.9,1207.8,0.3,-11.91,-7.42,0.003
Dpy19l2,202.7,121,0.1,-10.2,-7.27,0.003
Csnka2ip,65.6,20.6,0.1,-7.65,-6.66,0.003
Ormdl2,148.6,58.8,0.1,-9.16,-7.1,0.003
Aspa,447.4,631.2,0.1,-12.58,-7.67,0.003
Atp8a1,301.4,69.2,0.1,-9.4,-7.14,0.003
Trpm7,101.2,4.9,0,-6.62,-7.28,0.003
Tef,195.7,1156.1,0.2,-12.44,-7.58,0.003
Smg1,378,4.3,0.1,-5.4,-6.19,0.003
Cep44,14.8,9.6,0,-7.59,-7.45,0.003
Ola1,233.8,65.4,0.2,-7.97,-6.43,0.003
Spcs2,279.3,104.8,0.1,-9.99,-7.34,0.003
Irak3,26.7,12.6,0,-7.98,-7.45,0.003
Vbp1,403.7,18.6,0.1,-7.51,-6.6,0.003
Zfp930,39.2,48.7,0,-9.93,-7.76,0.003
D430041D05Rik,46.2,10.9,0.1,-6.74,-6.45,0.003
Slc2a3,382.4,13.2,0.1,-7.01,-6.61,0.003
Ptprb,257.2,30.8,0.2,-6.88,-6.12,0.003
Plekha1,172.7,65.2,0.2,-8.29,-6.58,0.003
Dcp2,53.8,11.8,0,-7.89,-7.33,0.003
Nbea,149.6,17.7,0,-8.47,-7.52,0.003
Kpna1,160,8.8,0.1,-6.43,-6.38,0.003
Tpm3,97,13.4,0.1,-7.03,-6.51,0.003
Zfp869,69.2,334.1,0.2,-10.65,-7.2,0.003
Astn1,99,203.5,0.1,-10.95,-7.39,0.003
Lsm11,33.4,10.7,0,-7.75,-7.45,0.003
Gm11837,171,42.3,0.1,-8.69,-6.88,0.003
Adam25,84.1,46.3,0.1,-8.82,-6.98,0.003
Pon1,128.8,28.6,0.2,-6.78,-6.09,0.003
Naa35,175.8,11.4,0.1,-6.8,-6.39,0.003
Gcc2,146.5,6.6,0.1,-6.03,-6.29,0.003
Lhcgr,2.3,77.5,0,-10.6,-7.76,0.003
Usp9x,326.4,43.7,0.3,-6.9,-6.13,0.003
Gnl2,44,18.6,0.1,-7.5,-6.62,0.003
Ufl1,90.3,22.2,0.2,-6.41,-5.94,0.003
Vimp,166,33.7,0,-9.4,-7.7,0.003
Tnip2,10.4,69.2,0.1,-9.4,-7.06,0.003
Chpt1,612.3,5.5,0.1,-5.74,-6.33,0.003
Enc1,146.1,5.5,0.1,-5.75,-6.23,0.003
Dmd,76.4,49.1,0.1,-8.9,-6.92,0.003
Pomp,88.6,32.6,0.1,-8.31,-6.81,0.003
Fkbp1a,204.9,136.1,0.1,-10.37,-7.26,0.003
Bud13,0.5,48.5,0.1,-8.88,-6.93,0.003
Trip12,423,8.8,0.1,-6.43,-6.44,0.003
Ifrd1,165.4,3.5,0,-6.15,-7.17,0.003
Large,79.6,21.4,0.1,-7.7,-6.54,0.003
Ino80d,97.4,290.7,0.1,-11.47,-7.54,0.003
Rprd1a,67.9,7.9,0,-7.31,-7.38,0.003
Atxn10,245.9,1138.5,0.1,-13.43,-7.72,0.003
Ppfibp1,140.1,2.1,0,-5.4,-7.16,0.003
Aggf1,66.3,5.7,0,-6.85,-7.26,0.003
4833439L19Rik,289.8,14.7,0.1,-7.17,-6.59,0.003
Med28,46.7,10.4,0.1,-6.67,-6.32,0.003
Rheb,126.5,25.1,0.1,-7.94,-6.68,0.003
Abhd13,113.4,222,0.1,-11.08,-7.48,0.003
Ccser2,407.8,95.7,0.2,-8.52,-6.66,0.003
Fam98a,185.4,13.9,0.1,-7.08,-6.55,0.003
Peg3,42.9,91,0.1,-9.79,-7.15,0.003
Mpv17l,200.3,12.4,0.1,-6.92,-6.47,0.003
Ets1,84.8,200.6,0.1,-10.93,-7.49,0.003
Ppp1cb,367,251.5,0.1,-11.26,-7.39,0.003
Psip1,342.4,173.3,0.2,-9.7,-6.96,0.003
Lancl2,218,6.9,0.1,-6.08,-6.39,0.003
H3f3b,202.4,403.8,0.1,-11.94,-7.57,0.003
Stt3b,474.9,37.6,0.3,-6.9,-6.15,0.003
Idi1,87.3,24.4,0,-8.93,-7.59,0.003
Clasp2,163.7,53.3,0.1,-9.02,-7.01,0.003
42436,38.6,480.2,0.1,-12.19,-7.66,0.003
Glud1,508.9,525.6,0.3,-10.71,-7.2,0.003
Otud6b,162.2,21,0.1,-7.68,-6.69,0.003
Acsl3,136.9,66.8,0.1,-9.34,-7.08,0.003
Esrrb,11.1,11.4,0,-7.84,-7.46,0.003
Rbm41,38.7,5.7,0.1,-5.81,-6.06,0.003
Sepp1,370.7,10.5,0.1,-6.68,-6.55,0.003
Rmdn1,38.3,8.9,0.1,-6.45,-6.4,0.003
Abca1,235,24.8,0.1,-7.92,-6.81,0.003
Atp1b3,272.2,16264.6,29.1,-9.13,-6.59,0.003
Slc24a3,148.9,17.7,0.1,-7.43,-6.66,0.003
Qars,141.4,612.9,0.2,-11.52,-7.39,0.003
Tmod2,128.4,12.7,0.1,-6.95,-6.57,0.003
Plxdc2,205.1,194.5,0.1,-10.89,-7.45,0.003
Adam9,185.9,231.2,0.1,-11.13,-7.33,0.003
Atxn7l3b,603.4,38.7,0.2,-7.21,-6.4,0.003
Lman2,196.9,249.8,0.2,-10.23,-7.13,0.003
Pttg1ip,310.7,14.4,0.1,-7.13,-6.61,0.003
Pdha2,62.1,10,0.1,-6.61,-6.41,0.003
Slc31a2,57.4,15.9,0.1,-7.27,-6.62,0.003
Wdr47,115.6,149.9,0.2,-9.49,-6.96,0.003
4921524J17Rik,96.3,8,0.1,-6.29,-6.37,0.003
Ap2b1,181.7,4.5,0,-6.51,-7.3,0.003
Ate1,207.8,8.9,0.1,-6.44,-6.48,0.003
Glt8d1,201.6,9.3,0.1,-6.51,-6.39,0.003
Arl6,239.5,8.5,0.1,-6.37,-6.47,0.003
Pah,387,42.2,0.1,-8.68,-6.96,0.003
Pds5b,189.6,2478.6,0.3,-12.95,-7.66,0.003
Lama2,49.7,278.8,1.8,-7.24,-6.02,0.003
Ly6e,88.1,1186.5,0.2,-12.15,-7.52,0.003
Rbm25,243,659.4,0.1,-12.65,-7.73,0.003
2900011O08Rik,63.1,37.8,0.1,-8.52,-6.89,0.003
Amz2,358.6,13,0.2,-5.97,-6,0.003
Prss23,223.4,7.1,0.1,-6.13,-6.38,0.003
Nr3c1,288.2,14.8,0.1,-7.18,-6.57,0.003
Farsb,233,2301.1,0.2,-13.1,-7.69,0.003
Igj,307.8,20.9,0.3,-6.06,-5.74,0.003
Tmem30a,473.7,2386.8,7.1,-8.39,-6.45,0.003
Srxn1,88.9,13.5,0.1,-7.05,-6.6,0.003
Gigyf2,48.6,44.9,0.1,-8.77,-6.95,0.003
Cdkl2,196.7,50.3,0.1,-8.94,-7.04,0.003
Pank1,182.7,140.9,0.7,-7.58,-6.22,0.003
Nkap,19,8848.4,1.8,-12.23,-7.4,0.003
Cep19,169.6,59.8,0.2,-8.17,-6.57,0.003
Errfi1,269.8,8,0.1,-6.29,-6.39,0.003
Ddx17,509.6,39.3,0.2,-7.23,-6.26,0.003
Plekha3,89.6,130.6,0.1,-10.31,-7.3,0.003
Hunk,120.6,10.2,0.1,-6.64,-6.42,0.003
Trim13,138.6,57.6,0.1,-9.13,-6.98,0.003
Dusp11,206.5,19.7,0.1,-7.59,-6.64,0.003
Meis2,123.1,126.2,0.1,-10.26,-7.23,0.003
Bcl2a1d,32.1,6.1,0.1,-5.89,-6.19,0.003
Kif2a,172,19,0.1,-7.53,-6.73,0.003
Necab1,134.7,122.3,0.1,-10.22,-7.35,0.003
Prelp,221.2,9.4,0.1,-6.52,-6.49,0.003
Spata1,236.7,22.8,0.2,-6.77,-6.21,0.003
Sftpa1,491.6,8,0.1,-6.29,-6.48,0.003
Mesdc2,214.9,7,0.1,-6.11,-6.4,0.003
Ssfa2,167.4,4.6,0,-6.55,-7.23,0.003
Vdac2,327.9,582.5,0.2,-11.12,-7.25,0.003
Slc25a11,143.6,115.1,0.1,-10.13,-7.27,0.003
Stxbp6,116,9.9,0,-7.64,-7.38,0.003
Btg2,303.2,7.5,0.1,-6.2,-6.42,0.003
Cggbp1,190,11.4,0.1,-6.81,-6.45,0.003
Zfhx3,18.5,26,0.1,-7.99,-6.68,0.003
Ppig,96.9,2.8,0,-5.83,-7.21,0.003
Tfrc,192.4,28.8,0.1,-8.13,-6.88,0.003
Tfpi,125.4,6.1,0,-6.95,-7.36,0.003
C1d,461.7,94.4,0.1,-9.84,-7.17,0.003
Slc9a3r1,41.4,61.1,0.1,-9.22,-7.07,0.003
Etohi1,109.5,17,0.1,-7.37,-6.63,0.003
Brd9,126.5,13.6,0,-8.09,-7.53,0.003
App,318,81.1,0.1,-9.62,-7.12,0.003
Cep57l1,186.9,591.6,0.2,-11.14,-7.36,0.003
9430020K01Rik,220.7,48.5,0.4,-6.68,-6,0.003
Rars2,224.8,7.2,0.1,-6.13,-6.35,0.003
Atg5,72.2,381,2.2,-7.39,-6.14,0.003
Aifm1,138,133.3,0.1,-10.34,-7.3,0.003
Gusb,61.4,2673.9,7.5,-8.47,-6.49,0.003
Lphn3,10.1,56.5,0.1,-9.1,-7.05,0.003
Catsperb,116.2,43.2,0.1,-8.72,-6.9,0.003
Scoc,155.8,45.4,0.2,-7.44,-6.32,0.003
Insig1,55.9,122.6,0.1,-10.22,-7.23,0.003
Samd8,143.1,175,0.1,-10.73,-7.44,0.003
Polr3b,23.7,19.9,0.1,-7.6,-6.7,0.003
Anapc10,105.5,45.2,0.2,-7.76,-6.43,0.003
Srrm2,9.9,5,0,-6.67,-7.26,0.003
Phf7,239.1,132.1,0.1,-10.33,-7.34,0.003
Ybx1,104.4,23.2,0.1,-7.82,-6.71,0.003
Nmi,320.9,79,0.1,-9.59,-7.13,0.003
Plagl1,173.9,9.7,0.1,-6.57,-6.42,0.003
Rab1,320.1,2239.9,0.3,-12.58,-7.6,0.003
Dpysl2,252.2,141.7,0.1,-10.43,-7.36,0.003
Rac1,448.6,853.2,0.1,-13.02,-7.72,0.003
Capza1,277.9,10.8,0.1,-6.73,-6.43,0.003
Ccnb1,249.8,6.1,0.1,-5.91,-6.29,0.003
Ssr3,509.8,99.1,0.2,-8.89,-6.7,0.003
Senp5,61.3,176.8,0,-11.79,-7.87,0.003
Lsm14a,134.4,261.1,0.1,-11.31,-7.47,0.003
Smim7,227.4,22.1,0.3,-6.14,-5.87,0.003
Ttll7,228.4,7.9,0.1,-6.27,-6.36,0.003
Ahcyl1,316.2,114.2,0.1,-10.12,-7.29,0.003
Slc22a30,141.3,28.2,0.1,-8.1,-6.82,0.003
Ttc5,21.2,9.8,0,-7.62,-7.36,0.003
Itpr1,325.1,17.6,0.2,-6.4,-6.06,0.003
Sgip1,88.5,287,0.1,-11.45,-7.46,0.003
Eif3j1,159,121.8,0.1,-10.21,-7.25,0.003
Lyz2,53,1833.4,9.8,-7.54,-6.21,0.003
Csnk2a1,109.1,263.4,0.2,-10.3,-7.2,0.003
Brk1,73.1,118.4,0.1,-10.17,-7.26,0.003
Ppp2r3a,152.9,156.6,0.1,-10.57,-7.3,0.003
Ncoa7,109.2,8.5,0.1,-6.37,-6.35,0.003
Csnk1a1,426.9,17.7,0.1,-7.43,-6.65,0.003
Bcat1,160.5,66.9,0.1,-9.35,-7.1,0.003
Gabrg2,112.8,39.6,0.1,-8.59,-6.95,0.003
Nfx1,129,23.8,0.2,-6.83,-6.26,0.003
Mrps25,219.7,146.5,0.1,-10.48,-7.42,0.003
Fbn1,86.2,2313.2,0.3,-12.85,-7.6,0.003
Rpl11,22.9,380,0.1,-11.85,-7.53,0.003
Tmem194,275.4,7.8,0.1,-6.25,-6.38,0.003
Ythdc1,227.3,148.6,0.1,-10.5,-7.37,0.003
Hipk1,445.2,53.8,0.1,-9.03,-6.99,0.003
Ppp2r5e,209.2,66.4,0.1,-9.34,-7.12,0.003
Tcf7,102.7,17.5,0.1,-7.42,-6.65,0.003
Ldb3,21.3,17.1,0.1,-7.38,-6.56,0.003
Mgat3,28.7,42.2,0.1,-8.68,-6.96,0.003
Igf1r,240.4,39.3,0.1,-8.58,-6.96,0.003
Phf10,131.5,31.4,0.1,-8.26,-6.87,0.003
Tmtc2,12,8.3,0,-7.39,-7.44,0.003
Map2,253.2,84.8,0.1,-9.69,-7.2,0.003
Pdlim5,191.1,29.9,0.1,-8.19,-6.78,0.003
Rit2,59.9,58.8,0.1,-9.16,-6.97,0.003
Lnx1,20.8,183,0.3,-9.19,-6.83,0.003
Atad1,466.5,8.7,0.2,-5.38,-5.87,0.003
Plaa,238.3,48.9,0.1,-8.89,-7.05,0.003
Ppp4r2,277.8,11.3,0.1,-6.79,-6.45,0.003
Psma6,434.6,1309.7,1,-10.28,-7.02,0.003
Kcnd3,123.8,55.2,0.1,-9.07,-7.06,0.003
Atg14,62.2,2.6,0,-5.74,-7.14,0.003
Gtpbp8,11.5,27.8,0,-9.12,-7.58,0.003
Nit2,220,51.9,0.1,-8.98,-6.99,0.003
Pafah1b2,436.5,116,0.2,-9.12,-6.93,0.003
Ing1,70.6,135.3,0.1,-10.36,-7.27,0.003
Diap2,74,50,0.1,-8.93,-6.95,0.003
Ube2q2,95.2,59.2,0.1,-9.17,-6.95,0.003
Erlin1,146.5,38.7,0.1,-8.56,-6.96,0.003
Kdm7a,132.1,103.1,0.2,-8.95,-6.79,0.003
Gm10639,14.2,120.7,0.1,-10.2,-7.33,0.003
Slco2a1,32.1,18.3,0.1,-7.48,-6.56,0.003
Cald1,315.5,27.9,0.2,-6.74,-6.15,0.003
Psd3,420.2,58.1,0.1,-9.14,-7.13,0.003
Cpsf6,182.5,86.7,0,-10.76,-7.84,0.003
Ebf1,22.6,27,0,-9.08,-7.55,0.003
Adam20,105.2,17.2,0.1,-7.39,-6.61,0.003
Enah,231.5,29.6,0.1,-8.17,-6.84,0.003
Nap1l1,424,61.6,0.1,-9.23,-7.12,0.003
Rnf14,436.2,26.6,0.2,-7,-6.39,0.003
Akap12,160.2,28.6,0.1,-8.12,-6.82,0.003
Metap2,322.9,375.8,0.1,-11.84,-7.54,0.003
Usp4,135.1,83,0.1,-9.66,-7.19,0.003
Uqcrc2,470.1,25.1,0.2,-6.91,-6.28,0.003
Rttn,24.6,11.8,0,-7.88,-7.3,0.003
Clca3,241.3,27582.7,19.5,-10.46,-6.99,0.003
Nasp,322.7,3.3,0,-6.07,-7.19,0.003
Eif3j2,159,121.5,0.1,-10.21,-7.29,0.003
Plau,61.4,8.8,0.1,-6.43,-6.45,0.003
Skiv2l2,125,8,0.1,-6.3,-6.32,0.003
Kat7,182.7,6.5,0.1,-6,-6.34,0.003
Syn2,223.2,9.8,0.1,-6.59,-6.49,0.003
Usp16,166.7,17.6,0,-8.46,-7.54,0.003
Fndc8,105.3,5.2,0.1,-5.69,-6.12,0.003
Trnt1,210.9,287.2,0.1,-11.45,-7.53,0.003
Gimap8,47.3,22.1,0.1,-7.75,-6.61,0.003
Ctsl,555.6,57.3,0.1,-9.12,-7.1,0.003
Usp32,220.3,484.5,0.2,-10.86,-7.29,0.003
Kctd20,35.8,10.5,0,-7.73,-7.52,0.003
Knstrn,50.3,32.6,0.1,-8.31,-6.84,0.003
Eif4g2,848.4,283.5,0.2,-10.08,-7.15,0.003
Fopnl,311.6,48.3,0.3,-7.04,-6.14,0.003
Zcchc18,146.6,8.3,0.1,-6.34,-6.43,0.003
Acsm2,736.7,527.4,0.5,-9.97,-6.95,0.003
Usp33,182.1,15.1,0.1,-7.2,-6.69,0.003
Ogn,630,10.9,0.1,-6.73,-6.6,0.003
Rdh11,186.3,25.4,0.1,-7.95,-6.85,0.003
1700066M21Rik,90.9,29.7,0.1,-8.18,-6.89,0.003
Pcdh7,116.5,20.8,0,-8.7,-7.59,0.003
4931406C07Rik,417.3,223.1,0.1,-11.08,-7.43,0.003
Dram2,362.6,3569.3,1.6,-11.09,-7.22,0.003
Tmem225,559.8,15.9,0.1,-7.28,-6.6,0.003
Tpi1,100.4,16.9,0.1,-7.36,-6.61,0.003
Stag2,96.3,94.7,0.2,-8.83,-6.75,0.003
Gk2,231.5,10.2,0.1,-6.64,-6.48,0.003
Acsm3,123.8,7,0.1,-6.1,-6.41,0.003
Fhl1,402.2,61.3,0.5,-6.87,-6.06,0.003
Oxnad1,85.2,18.8,0.1,-7.52,-6.63,0.003
Atp5a1,172.3,22.5,0.2,-6.76,-6.23,0.003
Pkd1l3,18.2,35.5,0.1,-8.43,-6.81,0.003
Oxct1,791.7,214.1,0.3,-9.41,-6.99,0.003
Lman1,123.5,147.2,0.1,-10.48,-7.33,0.003
Rbm5,191.8,45.6,0.1,-8.79,-7.06,0.003
Smcr8,118.8,110.2,0.1,-10.07,-7.26,0.003
Abhd17b,197.1,36.7,0,-9.52,-7.68,0.003
Hp1bp3,142.7,9,0,-7.5,-7.4,0.003
Fam49b,192.6,43.5,0.1,-8.73,-6.99,0.003
Tollip,172.4,19.3,0.1,-7.56,-6.68,0.003
Kif3b,145.2,126.7,0.2,-9.25,-6.8,0.003
Lpxn,26.1,8.6,0,-7.43,-7.43,0.003
Cryzl1,166.8,82.2,0.1,-9.64,-7.14,0.003
Trappc13,164.2,44.8,0.1,-8.77,-6.95,0.003
Gpm6a,430.2,43.8,0.3,-7.13,-6.26,0.003
Ss18,149.3,89.7,0.1,-9.77,-7.24,0.003
Rnf219,5,27.5,0,-9.11,-7.53,0.003
Parg,107.7,67.8,0.1,-9.37,-7.08,0.003
Vdac1,230.4,1403.7,3.1,-8.79,-6.54,0.003
Kbtbd2,31.1,16.4,0.1,-7.32,-6.61,0.003
Herpud2,127.6,184.7,0.1,-10.81,-7.51,0.003
Rnf4,494.5,103,0.1,-9.97,-7.19,0.003
Gbas,122.2,11.9,0.1,-6.86,-6.49,0.003
Rnf139,473.1,267.1,0.1,-11.34,-7.47,0.003
Tmem33,216.6,84.3,0.1,-9.68,-7.16,0.003
Edem3,105.1,36.6,0.1,-8.48,-6.9,0.003
Syt16,24.4,15.2,0.1,-7.21,-6.55,0.003
Dnaja2,330.1,428.4,0.1,-12.02,-7.61,0.003
Acrv1,351.4,200.2,0.2,-9.91,-7.07,0.003
Crem,716.7,40.7,0.3,-6.79,-6.13,0.003
Celf2,256,104.2,0.1,-9.99,-7.34,0.003
Cul3,353.5,9.7,0.1,-6.57,-6.52,0.003
Cd164,589.8,90.4,0.2,-8.43,-6.65,0.003
Arl5a,268.7,39.9,0.1,-8.6,-6.94,0.003
Kbtbd7,53.3,90.7,0.1,-9.78,-7.17,0.002
Asf1b,41.6,49.2,0.1,-8.9,-6.99,0.002
Pnp,196.4,30.3,0.2,-7.18,-6.33,0.002
Mrpl50,213.8,27.4,0.1,-8.06,-6.79,0.002
Pdhx,99.9,12.3,0.1,-6.91,-6.62,0.002
Ostm1,66.9,15.9,0.1,-7.27,-6.63,0.002
Ubl4,88.1,59.2,0.1,-9.17,-7.05,0.002
Rad21,555.5,66.6,0.1,-9.34,-7.15,0.002
Actg1,147.9,216.8,0.2,-9.7,-6.96,0.002
Lamp2,876.3,649,0.1,-12.62,-7.65,0.002
Flt1,135.9,87.9,0.1,-9.74,-7.16,0.002
H2afz,176.9,259.3,0.2,-10.28,-7.08,0.002
Snx6,99,10.5,0.1,-6.69,-6.43,0.002
Cenpp,22.7,15.4,0.1,-7.23,-6.47,0.002
Rap1b,286.1,24.2,0.1,-7.88,-6.76,0.002
Srsf1,463.1,13.4,0.1,-7.03,-6.65,0.002
Bpgm,382,365.8,0.2,-10.45,-7.14,0.002
Tbp,142.3,48.2,0.1,-8.87,-6.96,0.002
Gna13,214.8,13.8,0.1,-7.08,-6.58,0.002
Ankef1,135.7,215.5,0.1,-11.03,-7.47,0.002
Pcna,138.2,368.6,0.1,-11.81,-7.56,0.002
1700026D08Rik,303,23,0.1,-7.81,-6.83,0.002
Sf3b2,164.1,218,0.1,-11.05,-7.44,0.002
Tbc1d32,21.8,59.9,0.1,-9.19,-7,0.002
Eif2s2,807,1177.6,0.3,-11.87,-7.49,0.002
Nceh1,242.9,26.9,0.1,-8.03,-6.75,0.002
Sec63,235.4,22.5,0.1,-7.77,-6.64,0.002
Creb3l4,682.1,266.8,0.3,-9.73,-6.94,0.002
Hnrnph3,112.3,33.1,0.1,-8.33,-6.9,0.002
Slc4a10,107.4,14.3,0.1,-7.12,-6.47,0.002
Aldh1a1,489.2,17.7,0.2,-6.41,-6.16,0.002
3110052M02Rik,50.4,78.1,1.3,-5.89,-5.59,0.002
Grb10,196.1,537.4,0.2,-11.33,-7.32,0.002
Ipo11,142.9,17.7,0.2,-6.09,-6.01,0.002
Gfpt1,194.1,48.5,0.2,-7.86,-6.48,0.002
Zfp142,23.8,362,0.5,-9.29,-6.77,0.002
Morn5,101.8,10.2,0.1,-6.64,-6.46,0.002
4932414N04Rik,95.8,53.3,0.1,-9.02,-7.04,0.002
Nrd1,125.7,118.6,0.1,-10.17,-7.26,0.002
Zcchc24,101.7,8.3,0.1,-6.35,-6.45,0.002
Gas2,227.2,144.5,0.1,-10.46,-7.46,0.002
Crot,263,22.6,0.1,-7.78,-6.78,0.002
Folh1,145.5,62.6,0.1,-9.25,-7.19,0.002
Zfp781,12.3,65.3,0.2,-8.29,-6.45,0.002
